Transaction_Date,Transaction_Amount,Transaction_Category,Transaction_Type,Income_source,Merchant,Location,Current_Amount,Credit/Debit
15-08-2022,922.64,Insurance,Online Banking,None,ATM Withdrawal,satara,1257791.01,Debit
15-08-2022,11.42,Entertainment and Leisure,Mobile Payments,None,Local Farmers' Market,pune,1257779.59,Debit
16-08-2022,618.63,Pension Plans,Mobile Payments,Other,Gas Station,delhi,1258398.22,Credit
16-08-2022,578.99,Charitable Donations,Prepaid Debit Cards,None,Coffee Shop,satara,1257819.23,Debit
16-08-2022,859.58,Part-Time Work,Prepaid Debit Cards,Investments,Electronics Store,thane,1258678.81,Credit
17-08-2022,408.74,Pension Plans,Prepaid Debit Cards,Business,Gas Station,satara,1259087.55,Credit
17-08-2022,127.84,Charitable Donations,Mobile Payments,None,ATM Withdrawal,mumbai,1258959.7,Debit
17-08-2022,382.06,Annuities,Mobile Payments,Investments,Utility Company,satara,1259341.76,Credit
17-08-2022,225.42,Debt Payments,Debit Card,None,ATM Withdrawal,delhi,1259116.34,Debit
17-08-2022,542.1,Pension Plans,Debit Card,Investments,Utility Company,nagpur,1259658.44,Credit
17-08-2022,306.04,Pension Plans,Debit Card,Business,Subscription Service,pune,1259964.48,Credit
18-08-2022,407.17,Pension Plans,Debit Card,Business,Gas Station,delhi,1260371.65,Credit
18-08-2022,431.1,Taxes,Debit Card,None,Gym Membership,mumbai,1259940.55,Debit
18-08-2022,226.87,Insurance,Online Banking,None,Local Farmers' Market,delhi,1259713.68,Debit
18-08-2022,53.08,Pension Plans,Online Banking,Investments,Healthcare Provider,thane,1259766.76,Credit
19-08-2022,896.91,Savings and Investments,Online Banking,Business,Utility Company,nagpur,1260663.67,Credit
19-08-2022,73.83,Annuities,Online Banking,Investments,Clothing Boutique,satara,1260737.5,Credit
19-08-2022,717.22,Miscellaneous Expenses,Mobile Payments,None,Local Farmers' Market,thane,1260020.28,Debit
19-08-2022,369.43,Social Security,Mobile Payments,Other,Grocery Store,satara,1260389.71,Credit
19-08-2022,709.99,Taxes,Mobile Payments,None,Coffee Shop,mumbai,1259679.72,Debit
20-08-2022,471.82,Pension Plans,Mobile Payments,Business,Healthcare Provider,nagpur,1260151.55,Credit
20-08-2022,109.29,Pension Plans,Mobile Payments,Salary,Electronics Store,mumbai,1260260.84,Credit
20-08-2022,125.64,Miscellaneous Expenses,Checks,None,ATM Withdrawal,solapur,1260135.2,Debit
20-08-2022,908.6,Insurance,Online Banking,None,Local Farmers' Market,delhi,1259226.6,Debit
20-08-2022,260.39,Savings and Investments,Online Banking,Salary,Electronics Store,pune,1259486.99,Credit
21-08-2022,217.82,Annuities,Online Banking,Investments,Grocery Store,nagpur,1259704.81,Credit
21-08-2022,644.73,Insurance,Prepaid Debit Cards,None,Local Farmers' Market,mumbai,1259060.07,Debit
21-08-2022,92.53,Miscellaneous Expenses,Online Banking,None,ATM Withdrawal,satara,1258967.55,Debit
21-08-2022,438.55,Annuities,Online Banking,Other,Clothing Boutique,mumbai,1259406.09,Credit
21-08-2022,592.85,Insurance,Checks,None,Gym Membership,solapur,1258813.24,Debit
21-08-2022,724.78,Insurance,Prepaid Debit Cards,None,Gym Membership,delhi,1258088.46,Debit
22-08-2022,1.18,Consulting or Freelancing,Prepaid Debit Cards,Business,Restaurant,nagpur,1258089.64,Credit
22-08-2022,518.21,Taxes,Online Banking,None,Rent Payment,mumbai,1257571.43,Debit
22-08-2022,359.58,Consulting or Freelancing,Online Banking,Business,Utility Company,mumbai,1257931.01,Credit
22-08-2022,541.87,Annuities,Online Banking,Other,Utility Company,thane,1258472.88,Credit
23-08-2022,256.94,Personal Care,Checks,None,Car Repair Shop,pune,1258215.94,Debit
23-08-2022,627.77,Insurance,Mobile Payments,None,Taxi Service,mumbai,1257588.16,Debit
23-08-2022,482.84,Debt Payments,Online Banking,None,ATM Withdrawal,thane,1257105.32,Debit
23-08-2022,571.11,Taxes,Prepaid Debit Cards,None,ATM Withdrawal,pune,1256534.21,Debit
24-08-2022,662.75,Entertainment and Leisure,Online Banking,None,Gym Membership,delhi,1255871.46,Debit
24-08-2022,466.38,Debt Payments,Prepaid Debit Cards,None,Gym Membership,solapur,1255405.08,Debit
25-08-2022,943.76,Pension Plans,Prepaid Debit Cards,Other,Grocery Store,delhi,1256348.84,Credit
25-08-2022,420.47,Pension Plans,Prepaid Debit Cards,Business,Restaurant,thane,1256769.31,Credit
25-08-2022,531.51,Insurance,Online Banking,None,Local Farmers' Market,solapur,1256237.81,Debit
25-08-2022,308.66,Personal Care,Prepaid Debit Cards,None,Taxi Service,pune,1255929.14,Debit
25-08-2022,862.74,Entertainment and Leisure,Prepaid Debit Cards,None,Car Repair Shop,delhi,1255066.4,Debit
25-08-2022,733.18,Miscellaneous Expenses,Mobile Payments,None,Taxi Service,thane,1254333.23,Debit
26-08-2022,159.98,Charitable Donations,Debit Card,None,Taxi Service,satara,1254173.24,Debit
26-08-2022,345.23,Insurance,Prepaid Debit Cards,None,Local Farmers' Market,mumbai,1253828.01,Debit
27-08-2022,577.41,Savings and Investments,Prepaid Debit Cards,Investments,Travel Agency,delhi,1254405.42,Credit
27-08-2022,375.65,Taxes,Online Banking,None,Coffee Shop,mumbai,1254029.77,Debit
27-08-2022,904.71,Charitable Donations,Debit Card,None,Coffee Shop,solapur,1253125.06,Debit
27-08-2022,650.13,Savings and Investments,Debit Card,Other,Grocery Store,delhi,1253775.18,Credit
28-08-2022,224.73,Entertainment and Leisure,Debit Card,None,Car Repair Shop,delhi,1253550.45,Debit
28-08-2022,434.49,Part-Time Work,Debit Card,Investments,Healthcare Provider,satara,1253984.94,Credit
28-08-2022,134.68,Debt Payments,Debit Card,None,Rent Payment,thane,1253850.25,Debit
28-08-2022,717.27,Part-Time Work,Debit Card,Investments,Restaurant,satara,1254567.52,Credit
01-09-2022,462.59,Savings and Investments,Debit Card,Investments,Healthcare Provider,solapur,1255030.11,Credit
01-09-2022,28.53,Miscellaneous Expenses,Prepaid Debit Cards,None,Gym Membership,delhi,1255001.58,Debit
01-09-2022,100.36,Pension Plans,Prepaid Debit Cards,Other,Gas Station,thane,1255101.94,Credit
01-09-2022,162.4,Miscellaneous Expenses,Online Banking,None,Gym Membership,satara,1254939.54,Debit
01-09-2022,111.98,Pension Plans,Online Banking,Investments,Utility Company,satara,1255051.52,Credit
02-09-2022,763.34,Annuities,Online Banking,Business,Electronics Store,delhi,1255814.86,Credit
02-09-2022,304.14,Personal Care,Prepaid Debit Cards,None,Bookstore,satara,1255510.72,Debit
03-09-2022,265.02,Savings and Investments,Prepaid Debit Cards,Other,Subscription Service,thane,1255775.74,Credit
03-09-2022,92.04,Charitable Donations,Checks,None,Bookstore,pune,1255683.7,Debit
04-09-2022,501.02,Personal Care,Prepaid Debit Cards,None,Coffee Shop,mumbai,1255182.68,Debit
04-09-2022,699.64,Social Security,Prepaid Debit Cards,Salary,Gas Station,nagpur,1255882.32,Credit
04-09-2022,204.38,Annuities,Prepaid Debit Cards,Other,Subscription Service,satara,1256086.69,Credit
05-09-2022,736.06,Miscellaneous Expenses,Checks,None,Car Repair Shop,mumbai,1255350.63,Debit
05-09-2022,932.06,Social Security,Checks,Investments,Travel Agency,nagpur,1256282.69,Credit
05-09-2022,59.42,Part-Time Work,Checks,Business,Utility Company,thane,1256342.11,Credit
05-09-2022,898.23,Miscellaneous Expenses,Online Banking,None,Taxi Service,nagpur,1255443.89,Debit
05-09-2022,988.02,Miscellaneous Expenses,Prepaid Debit Cards,None,Bookstore,pune,1254455.87,Debit
05-09-2022,580.03,Consulting or Freelancing,Prepaid Debit Cards,Salary,Clothing Boutique,solapur,1255035.9,Credit
06-09-2022,156.12,Charitable Donations,Prepaid Debit Cards,None,Rent Payment,solapur,1254879.78,Debit
06-09-2022,292.46,Pension Plans,Prepaid Debit Cards,Investments,Subscription Service,delhi,1255172.24,Credit
06-09-2022,358.46,Entertainment and Leisure,Mobile Payments,None,Bookstore,satara,1254813.77,Debit
06-09-2022,244.1,Savings and Investments,Mobile Payments,Investments,Clothing Boutique,pune,1255057.87,Credit
06-09-2022,753.37,Taxes,Mobile Payments,None,ATM Withdrawal,pune,1254304.51,Debit
06-09-2022,715.36,Debt Payments,Mobile Payments,None,Car Repair Shop,pune,1253589.14,Debit
07-09-2022,823.2,Annuities,Mobile Payments,Business,Clothing Boutique,satara,1254412.35,Credit
07-09-2022,770.93,Consulting or Freelancing,Mobile Payments,Salary,Subscription Service,solapur,1255183.27,Credit
07-09-2022,473.5,Annuities,Mobile Payments,Other,Clothing Boutique,satara,1255656.77,Credit
07-09-2022,941.25,Charitable Donations,Checks,None,Car Repair Shop,solapur,1254715.52,Debit
08-09-2022,156.92,Miscellaneous Expenses,Checks,None,ATM Withdrawal,mumbai,1254558.6,Debit
08-09-2022,33.67,Consulting or Freelancing,Checks,Investments,Travel Agency,pune,1254592.27,Credit
08-09-2022,503.7,Insurance,Checks,None,Local Farmers' Market,mumbai,1254088.57,Debit
08-09-2022,637.38,Social Security,Checks,Salary,Clothing Boutique,delhi,1254725.95,Credit
08-09-2022,883.1,Entertainment and Leisure,Mobile Payments,None,Bookstore,satara,1253842.86,Debit
09-09-2022,284.58,Pension Plans,Mobile Payments,Investments,Subscription Service,delhi,1254127.44,Credit
09-09-2022,267.6,Pension Plans,Mobile Payments,Other,Travel Agency,mumbai,1254395.04,Credit
09-09-2022,44,Entertainment and Leisure,Online Banking,None,ATM Withdrawal,pune,1254351.04,Debit
09-09-2022,593.9,Miscellaneous Expenses,Checks,None,Taxi Service,solapur,1253757.15,Debit
10-09-2022,576.43,Savings and Investments,Checks,Salary,Healthcare Provider,nagpur,1254333.58,Credit
10-09-2022,361.66,Insurance,Mobile Payments,None,Bookstore,delhi,1253971.92,Debit
10-09-2022,368.22,Savings and Investments,Mobile Payments,Salary,Utility Company,mumbai,1254340.14,Credit
11-09-2022,351.41,Taxes,Checks,None,ATM Withdrawal,satara,1253988.73,Debit
11-09-2022,883.44,Miscellaneous Expenses,Checks,None,Local Farmers' Market,pune,1253105.29,Debit
12-09-2022,36.74,Insurance,Mobile Payments,None,Rent Payment,delhi,1253068.54,Debit
12-09-2022,169.83,Part-Time Work,Mobile Payments,Investments,Travel Agency,mumbai,1253238.37,Credit
12-09-2022,269.12,Annuities,Mobile Payments,Business,Electronics Store,mumbai,1253507.49,Credit
12-09-2022,566.91,Consulting or Freelancing,Mobile Payments,Investments,Electronics Store,thane,1254074.4,Credit
12-09-2022,341.24,Personal Care,Prepaid Debit Cards,None,Car Repair Shop,delhi,1253733.16,Debit
12-09-2022,295.03,Part-Time Work,Prepaid Debit Cards,Investments,Clothing Boutique,pune,1254028.2,Credit
13-09-2022,961.79,Personal Care,Checks,None,ATM Withdrawal,nagpur,1253066.41,Debit
13-09-2022,944.62,Pension Plans,Checks,Investments,Subscription Service,satara,1254011.03,Credit
13-09-2022,91.76,Annuities,Checks,Business,Healthcare Provider,satara,1254102.79,Credit
13-09-2022,108.43,Entertainment and Leisure,Online Banking,None,Coffee Shop,thane,1253994.36,Debit
13-09-2022,446.59,Charitable Donations,Debit Card,None,Car Repair Shop,delhi,1253547.78,Debit
14-09-2022,164.6,Charitable Donations,Checks,None,Gym Membership,delhi,1253383.18,Debit
14-09-2022,553.85,Pension Plans,Checks,Salary,Travel Agency,solapur,1253937.04,Credit
14-09-2022,387.63,Charitable Donations,Mobile Payments,None,Gym Membership,nagpur,1253549.41,Debit
14-09-2022,212.15,Debt Payments,Debit Card,None,Taxi Service,thane,1253337.25,Debit
14-09-2022,343.85,Pension Plans,Debit Card,Investments,Clothing Boutique,mumbai,1253681.1,Credit
15-09-2022,339.02,Entertainment and Leisure,Mobile Payments,None,Coffee Shop,nagpur,1253342.08,Debit
15-09-2022,942.97,Annuities,Mobile Payments,Salary,Restaurant,delhi,1254285.06,Credit
15-09-2022,43.99,Taxes,Online Banking,None,Gym Membership,satara,1254241.07,Debit
16-09-2022,527.88,Social Security,Online Banking,Other,Restaurant,nagpur,1254768.95,Credit
16-09-2022,729.92,Savings and Investments,Online Banking,Other,Utility Company,thane,1255498.87,Credit
16-09-2022,277.07,Debt Payments,Debit Card,None,Coffee Shop,mumbai,1255221.8,Debit
16-09-2022,273.57,Insurance,Debit Card,None,Rent Payment,solapur,1254948.24,Debit
16-09-2022,868.44,Consulting or Freelancing,Debit Card,Business,Subscription Service,mumbai,1255816.68,Credit
17-09-2022,50.08,Savings and Investments,Debit Card,Investments,Gas Station,satara,1255866.75,Credit
17-09-2022,403.42,Entertainment and Leisure,Online Banking,None,Rent Payment,satara,1255463.34,Debit
17-09-2022,791.53,Taxes,Online Banking,None,Coffee Shop,pune,1254671.81,Debit
17-09-2022,637.28,Miscellaneous Expenses,Mobile Payments,None,Rent Payment,delhi,1254034.53,Debit
18-09-2022,206.09,Insurance,Online Banking,None,Car Repair Shop,thane,1253828.44,Debit
18-09-2022,19.93,Personal Care,Debit Card,None,ATM Withdrawal,pune,1253808.51,Debit
18-09-2022,116.93,Debt Payments,Checks,None,Local Farmers' Market,nagpur,1253691.58,Debit
18-09-2022,337.5,Pension Plans,Checks,Investments,Utility Company,satara,1254029.08,Credit
18-09-2022,101.6,Taxes,Checks,None,Local Farmers' Market,solapur,1253927.48,Debit
18-09-2022,524.75,Charitable Donations,Online Banking,None,Taxi Service,thane,1253402.72,Debit
19-09-2022,564.61,Entertainment and Leisure,Prepaid Debit Cards,None,Taxi Service,pune,1252838.11,Debit
19-09-2022,521.52,Part-Time Work,Prepaid Debit Cards,Salary,Utility Company,satara,1253359.63,Credit
20-09-2022,199.2,Pension Plans,Prepaid Debit Cards,Investments,Grocery Store,pune,1253558.83,Credit
20-09-2022,308.18,Pension Plans,Prepaid Debit Cards,Business,Subscription Service,pune,1253867.01,Credit
20-09-2022,260.1,Annuities,Prepaid Debit Cards,Investments,Grocery Store,nagpur,1254127.12,Credit
21-09-2022,372.38,Entertainment and Leisure,Prepaid Debit Cards,None,Local Farmers' Market,delhi,1253754.74,Debit
21-09-2022,967.28,Part-Time Work,Prepaid Debit Cards,Investments,Clothing Boutique,solapur,1254722.02,Credit
21-09-2022,604.43,Consulting or Freelancing,Prepaid Debit Cards,Salary,Grocery Store,solapur,1255326.45,Credit
22-09-2022,735.48,Taxes,Checks,None,Rent Payment,satara,1254590.97,Debit
22-09-2022,679.49,Social Security,Checks,Investments,Subscription Service,thane,1255270.46,Credit
22-09-2022,441.12,Part-Time Work,Checks,Investments,Clothing Boutique,thane,1255711.58,Credit
22-09-2022,957.34,Pension Plans,Checks,Salary,Clothing Boutique,nagpur,1256668.92,Credit
23-09-2022,820.57,Social Security,Checks,Business,Clothing Boutique,nagpur,1257489.5,Credit
23-09-2022,778.16,Part-Time Work,Checks,Business,Electronics Store,satara,1258267.65,Credit
23-09-2022,298.76,Insurance,Online Banking,None,Local Farmers' Market,pune,1257968.9,Debit
24-09-2022,440.81,Pension Plans,Online Banking,Salary,Clothing Boutique,mumbai,1258409.71,Credit
24-09-2022,448.74,Part-Time Work,Online Banking,Salary,Clothing Boutique,thane,1258858.45,Credit
24-09-2022,655.45,Insurance,Checks,None,Rent Payment,thane,1258203,Debit
24-09-2022,388.13,Debt Payments,Online Banking,None,ATM Withdrawal,nagpur,1257814.87,Debit
24-09-2022,414.97,Miscellaneous Expenses,Debit Card,None,Car Repair Shop,mumbai,1257399.91,Debit
24-09-2022,993.56,Miscellaneous Expenses,Checks,None,Bookstore,nagpur,1256406.35,Debit
25-09-2022,498.22,Social Security,Checks,Salary,Restaurant,satara,1256904.57,Credit
25-09-2022,168.46,Personal Care,Checks,None,Gym Membership,satara,1256736.11,Debit
25-09-2022,117.31,Part-Time Work,Checks,Investments,Electronics Store,delhi,1256853.42,Credit
25-09-2022,376.32,Entertainment and Leisure,Prepaid Debit Cards,None,Gym Membership,delhi,1256477.1,Debit
25-09-2022,995.17,Debt Payments,Checks,None,Local Farmers' Market,pune,1255481.93,Debit
26-09-2022,953.31,Miscellaneous Expenses,Online Banking,None,Bookstore,delhi,1254528.62,Debit
26-09-2022,90.85,Miscellaneous Expenses,Prepaid Debit Cards,None,Car Repair Shop,solapur,1254437.77,Debit
26-09-2022,729.5,Pension Plans,Prepaid Debit Cards,Other,Healthcare Provider,pune,1255167.28,Credit
26-09-2022,300.69,Debt Payments,Checks,None,Local Farmers' Market,nagpur,1254866.59,Debit
26-09-2022,597.76,Consulting or Freelancing,Checks,Salary,Electronics Store,nagpur,1255464.35,Credit
27-09-2022,667.42,Part-Time Work,Checks,Salary,Healthcare Provider,solapur,1256131.76,Credit
27-09-2022,973.68,Part-Time Work,Checks,Other,Restaurant,nagpur,1257105.45,Credit
27-09-2022,227.7,Savings and Investments,Checks,Other,Electronics Store,nagpur,1257333.14,Credit
27-09-2022,620.49,Charitable Donations,Mobile Payments,None,Coffee Shop,thane,1256712.65,Debit
27-09-2022,303.27,Debt Payments,Checks,None,Gym Membership,solapur,1256409.38,Debit
27-09-2022,644.93,Pension Plans,Checks,Other,Utility Company,solapur,1257054.31,Credit
28-09-2022,567.53,Miscellaneous Expenses,Online Banking,None,ATM Withdrawal,thane,1256486.78,Debit
28-09-2022,456.63,Part-Time Work,Online Banking,Business,Healthcare Provider,satara,1256943.41,Credit
28-09-2022,694.87,Social Security,Online Banking,Business,Grocery Store,pune,1257638.27,Credit
28-09-2022,783.8,Entertainment and Leisure,Mobile Payments,None,Gym Membership,thane,1256854.47,Debit
28-09-2022,200.97,Savings and Investments,Mobile Payments,Salary,Utility Company,satara,1257055.44,Credit
01-10-2022,311.27,Savings and Investments,Mobile Payments,Business,Electronics Store,pune,1257366.71,Credit
01-10-2022,343.76,Consulting or Freelancing,Mobile Payments,Salary,Travel Agency,mumbai,1257710.47,Credit
01-10-2022,27.87,Miscellaneous Expenses,Mobile Payments,None,Local Farmers' Market,delhi,1257682.6,Debit
02-10-2022,887.5,Debt Payments,Checks,None,Bookstore,solapur,1256795.1,Debit
02-10-2022,336.35,Entertainment and Leisure,Checks,None,Coffee Shop,thane,1256458.75,Debit
02-10-2022,788.1,Insurance,Mobile Payments,None,Taxi Service,satara,1255670.65,Debit
02-10-2022,106.46,Part-Time Work,Mobile Payments,Salary,Gas Station,pune,1255777.12,Credit
02-10-2022,270.68,Annuities,Mobile Payments,Business,Gas Station,nagpur,1256047.79,Credit
03-10-2022,498.29,Part-Time Work,Mobile Payments,Investments,Clothing Boutique,delhi,1256546.08,Credit
03-10-2022,339.48,Savings and Investments,Mobile Payments,Salary,Electronics Store,solapur,1256885.57,Credit
03-10-2022,142.46,Insurance,Checks,None,Coffee Shop,solapur,1256743.11,Debit
04-10-2022,570.2,Savings and Investments,Checks,Investments,Travel Agency,thane,1257313.32,Credit
04-10-2022,209.95,Savings and Investments,Checks,Salary,Clothing Boutique,thane,1257523.26,Credit
04-10-2022,695.36,Debt Payments,Checks,None,Local Farmers' Market,delhi,1256827.9,Debit
04-10-2022,126.65,Savings and Investments,Checks,Other,Subscription Service,satara,1256954.55,Credit
04-10-2022,707.93,Debt Payments,Mobile Payments,None,Gym Membership,solapur,1256246.62,Debit
04-10-2022,567.26,Consulting or Freelancing,Mobile Payments,Salary,Electronics Store,mumbai,1256813.88,Credit
05-10-2022,888.92,Charitable Donations,Debit Card,None,Rent Payment,thane,1255924.96,Debit
05-10-2022,403.53,Entertainment and Leisure,Checks,None,ATM Withdrawal,thane,1255521.43,Debit
05-10-2022,163.94,Entertainment and Leisure,Mobile Payments,None,Rent Payment,delhi,1255357.49,Debit
06-10-2022,826.75,Savings and Investments,Mobile Payments,Other,Travel Agency,mumbai,1256184.24,Credit
06-10-2022,93.42,Entertainment and Leisure,Online Banking,None,Local Farmers' Market,mumbai,1256090.82,Debit
06-10-2022,449.22,Part-Time Work,Online Banking,Salary,Clothing Boutique,pune,1256540.04,Credit
07-10-2022,369.17,Part-Time Work,Online Banking,Other,Healthcare Provider,solapur,1256909.22,Credit
07-10-2022,866.36,Debt Payments,Checks,None,Taxi Service,satara,1256042.86,Debit
07-10-2022,230.6,Entertainment and Leisure,Mobile Payments,None,Local Farmers' Market,delhi,1255812.25,Debit
08-10-2022,255.98,Consulting or Freelancing,Mobile Payments,Salary,Electronics Store,nagpur,1256068.24,Credit
08-10-2022,533.25,Debt Payments,Online Banking,None,Coffee Shop,nagpur,1255534.99,Debit
08-10-2022,834.47,Miscellaneous Expenses,Debit Card,None,Bookstore,thane,1254700.52,Debit
08-10-2022,793.42,Taxes,Online Banking,None,Car Repair Shop,nagpur,1253907.1,Debit
08-10-2022,587.71,Savings and Investments,Online Banking,Business,Gas Station,mumbai,1254494.81,Credit
08-10-2022,184.85,Charitable Donations,Online Banking,None,Local Farmers' Market,solapur,1254309.96,Debit
09-10-2022,139.92,Savings and Investments,Online Banking,Business,Subscription Service,pune,1254449.88,Credit
09-10-2022,962.8,Consulting or Freelancing,Online Banking,Business,Electronics Store,satara,1255412.68,Credit
09-10-2022,579.4,Social Security,Online Banking,Other,Travel Agency,mumbai,1255992.08,Credit
09-10-2022,615.48,Miscellaneous Expenses,Debit Card,None,Car Repair Shop,thane,1255376.59,Debit
09-10-2022,8.58,Entertainment and Leisure,Debit Card,None,Gym Membership,delhi,1255368.01,Debit
10-10-2022,245.96,Part-Time Work,Debit Card,Salary,Grocery Store,pune,1255613.97,Credit
10-10-2022,274.66,Savings and Investments,Debit Card,Business,Grocery Store,mumbai,1255888.63,Credit
10-10-2022,244.33,Taxes,Checks,None,Taxi Service,solapur,1255644.3,Debit
10-10-2022,648.41,Pension Plans,Checks,Investments,Travel Agency,thane,1256292.71,Credit
11-10-2022,680.82,Pension Plans,Checks,Investments,Gas Station,mumbai,1256973.52,Credit
11-10-2022,188.86,Debt Payments,Checks,None,Gym Membership,mumbai,1256784.67,Debit
12-10-2022,325.87,Consulting or Freelancing,Checks,Salary,Healthcare Provider,solapur,1257110.54,Credit
12-10-2022,647.57,Consulting or Freelancing,Checks,Other,Grocery Store,thane,1257758.11,Credit
13-10-2022,528.89,Savings and Investments,Checks,Business,Healthcare Provider,delhi,1258287,Credit
13-10-2022,792.87,Personal Care,Mobile Payments,None,Car Repair Shop,delhi,1257494.13,Debit
13-10-2022,458.04,Personal Care,Online Banking,None,Gym Membership,solapur,1257036.08,Debit
13-10-2022,955.29,Part-Time Work,Online Banking,Business,Electronics Store,delhi,1257991.37,Credit
13-10-2022,853.84,Taxes,Prepaid Debit Cards,None,Bookstore,satara,1257137.53,Debit
13-10-2022,486.65,Personal Care,Debit Card,None,Bookstore,satara,1256650.88,Debit
14-10-2022,794.21,Pension Plans,Debit Card,Salary,Restaurant,satara,1257445.08,Credit
14-10-2022,143.69,Social Security,Debit Card,Business,Grocery Store,nagpur,1257588.78,Credit
14-10-2022,473.21,Personal Care,Online Banking,None,Bookstore,satara,1257115.56,Debit
15-10-2022,301.53,Taxes,Online Banking,None,Bookstore,thane,1256814.04,Debit
15-10-2022,981.41,Savings and Investments,Online Banking,Business,Restaurant,satara,1257795.45,Credit
15-10-2022,774.66,Savings and Investments,Online Banking,Salary,Healthcare Provider,thane,1258570.11,Credit
15-10-2022,264.83,Pension Plans,Online Banking,Other,Grocery Store,delhi,1258834.94,Credit
15-10-2022,443.48,Social Security,Online Banking,Investments,Grocery Store,delhi,1259278.42,Credit
16-10-2022,914.05,Miscellaneous Expenses,Debit Card,None,Bookstore,pune,1258364.38,Debit
16-10-2022,845.79,Social Security,Debit Card,Salary,Grocery Store,nagpur,1259210.17,Credit
16-10-2022,926.57,Taxes,Debit Card,None,Coffee Shop,mumbai,1258283.6,Debit
17-10-2022,521.02,Consulting or Freelancing,Debit Card,Business,Travel Agency,nagpur,1258804.62,Credit
17-10-2022,332.72,Annuities,Debit Card,Investments,Restaurant,satara,1259137.35,Credit
17-10-2022,496.96,Miscellaneous Expenses,Mobile Payments,None,Local Farmers' Market,thane,1258640.39,Debit
18-10-2022,242.93,Miscellaneous Expenses,Debit Card,None,Taxi Service,pune,1258397.46,Debit
18-10-2022,703.09,Social Security,Debit Card,Salary,Healthcare Provider,thane,1259100.56,Credit
19-10-2022,767.32,Charitable Donations,Online Banking,None,Gym Membership,pune,1258333.23,Debit
19-10-2022,371.95,Annuities,Online Banking,Salary,Utility Company,pune,1258705.18,Credit
19-10-2022,348.49,Charitable Donations,Prepaid Debit Cards,None,Bookstore,delhi,1258356.69,Debit
19-10-2022,612.48,Consulting or Freelancing,Prepaid Debit Cards,Business,Travel Agency,mumbai,1258969.17,Credit
19-10-2022,267.22,Charitable Donations,Debit Card,None,Gym Membership,pune,1258701.95,Debit
20-10-2022,255.35,Savings and Investments,Debit Card,Other,Restaurant,delhi,1258957.29,Credit
20-10-2022,922.29,Entertainment and Leisure,Online Banking,None,Bookstore,nagpur,1258035,Debit
20-10-2022,642.04,Savings and Investments,Online Banking,Other,Subscription Service,solapur,1258677.04,Credit
21-10-2022,190.8,Savings and Investments,Online Banking,Salary,Gas Station,delhi,1258867.83,Credit
21-10-2022,896.84,Insurance,Prepaid Debit Cards,None,Coffee Shop,delhi,1257971,Debit
21-10-2022,565.12,Social Security,Prepaid Debit Cards,Business,Travel Agency,nagpur,1258536.12,Credit
22-10-2022,988.79,Pension Plans,Prepaid Debit Cards,Business,Grocery Store,mumbai,1259524.91,Credit
22-10-2022,74.48,Entertainment and Leisure,Debit Card,None,Car Repair Shop,pune,1259450.43,Debit
22-10-2022,168.29,Pension Plans,Debit Card,Other,Grocery Store,satara,1259618.72,Credit
22-10-2022,132.55,Personal Care,Checks,None,Taxi Service,thane,1259486.16,Debit
23-10-2022,45.32,Consulting or Freelancing,Checks,Other,Utility Company,pune,1259531.48,Credit
23-10-2022,858.28,Savings and Investments,Checks,Business,Subscription Service,nagpur,1260389.76,Credit
23-10-2022,110.49,Annuities,Checks,Salary,Clothing Boutique,delhi,1260500.25,Credit
24-10-2022,410.96,Social Security,Checks,Salary,Gas Station,satara,1260911.21,Credit
24-10-2022,634.68,Consulting or Freelancing,Checks,Investments,Gas Station,delhi,1261545.89,Credit
24-10-2022,228.19,Entertainment and Leisure,Checks,None,Car Repair Shop,nagpur,1261317.71,Debit
24-10-2022,582.36,Debt Payments,Mobile Payments,None,ATM Withdrawal,mumbai,1260735.35,Debit
25-10-2022,745.48,Debt Payments,Mobile Payments,None,Coffee Shop,thane,1259989.87,Debit
25-10-2022,529.46,Part-Time Work,Mobile Payments,Investments,Travel Agency,pune,1260519.33,Credit
25-10-2022,34.94,Consulting or Freelancing,Mobile Payments,Business,Grocery Store,satara,1260554.27,Credit
25-10-2022,572.75,Taxes,Mobile Payments,None,Local Farmers' Market,mumbai,1259981.51,Debit
26-10-2022,306.32,Insurance,Prepaid Debit Cards,None,Taxi Service,thane,1259675.19,Debit
26-10-2022,304.88,Consulting or Freelancing,Prepaid Debit Cards,Salary,Utility Company,thane,1259980.08,Credit
26-10-2022,452.96,Miscellaneous Expenses,Prepaid Debit Cards,None,Coffee Shop,mumbai,1259527.12,Debit
26-10-2022,40.74,Charitable Donations,Online Banking,None,Bookstore,mumbai,1259486.38,Debit
26-10-2022,574.24,Social Security,Online Banking,Salary,Restaurant,delhi,1260060.61,Credit
27-10-2022,571.44,Miscellaneous Expenses,Online Banking,None,Coffee Shop,thane,1259489.17,Debit
27-10-2022,412.39,Consulting or Freelancing,Online Banking,Other,Grocery Store,pune,1259901.56,Credit
27-10-2022,899.08,Personal Care,Debit Card,None,Rent Payment,nagpur,1259002.48,Debit
27-10-2022,525.95,Insurance,Debit Card,None,Car Repair Shop,pune,1258476.53,Debit
27-10-2022,933.85,Taxes,Checks,None,ATM Withdrawal,mumbai,1257542.68,Debit
27-10-2022,758.73,Debt Payments,Prepaid Debit Cards,None,Gym Membership,pune,1256783.95,Debit
